Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2727,P428801.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,1,none
2728,P428801.5.2,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P428801,5,2,none
2729,P428801.5.3,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P428801,5,3,none
2730,P428801.5.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,4,none
2731,P428801.5.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,5,none
2732,P428801.5.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,6,none
2733,P428801.5.7,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,7,none
2734,P428801.5.8,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428801,5,8,none
2735,P428801.6.1,n,02,NUMBER,n,['0₂'],0₂,⸢02⸣,['damaged'],0.5,,,,P428801,6,1,penalties for litigation: penalty
2736,P428801.6.2,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P428801,6,2,penalties for litigation: penalty
2737,P428801.6.3,hurāṣi[gold]N,KUG.⸢GI⸣,,N,"['𒆬', '𒄀']",𒆬𒄀,KUG.⸢GI⸣,"['complete', 'damaged']",0.25,hurāṣi,hurāṣu,gold,P428801,6,3,penalties for litigation: penalty
2738,P428801.6.4,ina[in]PRP,[ina,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,P428801,6,4,penalties for litigation: penalty
2739,P428801.6.5,burki[lap]N,bur-ki],,N,"['𒁓', '𒆠']",𒁓𒆠,[bur-ki],"['missing', 'missing']",1.0,burki,burku,lap,P428801,6,5,penalties for litigation: penalty
2740,P428801.6.6,Adad[1]DN,{d}[IM],DN,DN,"['𒀭', '𒅎']",𒀭𒅎,{d}[IM],"['complete', 'missing']",0.5,Adad,Adad,1,P428801,6,6,penalties for litigation: penalty
2741,P428801.7.1,bēl[lord]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,lord,P428801,7,1,penalties for litigation: penalty
