Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
323,P522620.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522620,2,1,seal identification
324,P522620.2.2,+Kubaba-x[]PN$,{m}⸢KU₆⸣-[x-x-(x)],Kubaba-x,Kubaba-x,1,PN,"['𒁹', '𒄩', 'X', 'X', 'X']",𒁹𒄩XXX,{m}⸢KU₆⸣-[x-x-x],"['complete', 'damaged', 'missing', 'missing', 'missing']",0.7,PN,,P522620,2,2,seal identification
325,P522620.3.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522620,3,1,seal identification
326,P522620.3.2,+Abu-x[]PN$,{m}AD-[x-x-(x)],Abu-x,Abu-x,1,PN,"['𒁹', '𒀜', 'X', 'X', 'X']",𒁹𒀜XXX,{m}AD-[x-x-x],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,PN,,P522620,3,2,seal identification
327,P522620.7.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522620,7,1,witness
328,P522620.7.2,x[1]PN,{m}...,x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522620,7,2,witness
329,P522620.7.3,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,,P522620,7,3,witness
330,P522620.7.4,+Seʾ-šiʾi[]PN$,{m}se]-⸢eʾ⸣-ši-[i],Seʾ-šiʾi,Seʾ-šiʾi,1,PN,"['𒁹', '𒋛', '𒀪', '𒅆', '𒄿']",𒁹𒋛𒀪𒅆𒄿,{[m]}[se]-⸢eʾ⸣-ši-[i],"['missing', 'missing', 'damaged', 'complete', 'missing']",0.7,PN,,P522620,7,4,witness
331,P522620.8.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522620,8,1,witness
332,P522620.8.2,x[1]PN,{m}...,x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522620,8,2,witness
