Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
6768,P336923.3.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336923,3,1,,none
6769,P336923.3.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,3,2,,none
6770,P336923.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,3,3,,none
6771,P336923.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,3,4,,none
6772,P336923.3.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,3,5,,none
6773,P336923.3.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336923,3,6,,none
6774,P336923.3.7,%akk-x-neoass:KU₃.BABBAR=,⸢KU₃.BABBAR⸣,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P336923,3,7,,price
6775,P336923.4.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336923,4,1,,none
6776,P336923.4.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,4,2,,none
6777,P336923.4.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,4,3,,none
6778,P336923.4.4,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336923,4,4,,none
6779,P336923.4.5,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,,P336923,4,5,,completion of transaction
6780,P336923.4.6,%akk-x-neoass:šu-a-tum=,šu-a-tum,"['𒋗', '𒀀', '𒌈']",𒋗𒀀𒌈,šu-a-tum,"['complete', 'complete', 'complete']",0.0,,P336923,4,6,,completion of transaction
6781,P336923.5.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336923,5,1,,completion of transaction
6782,P336923.5.2,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336923,5,2,,completion of transaction
6783,P336923.5.3,%akk-x-neoass:TI=,TI,['𒋾'],𒋾,TI,['complete'],0.0,,P336923,5,3,,completion of transaction
6784,P336923.5.4,%akk-x-neoass:za-rip=,za-rip,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,,P336923,5,4,,confirmation of transfer 1
6785,P336923.5.5,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336923,5,5,,confirmation of transfer 1
6786,P336923.5.6,%akk-x-neoass:ga-mur=,⸢ga⸣-[mur],"['𒂵', '𒄯']",𒂵𒄯,⸢ga⸣-[mur],"['damaged', 'missing']",0.75,,P336923,5,6,,confirmation of transfer 1
6787,P336923.6.1,%akk-x-neoass:ta-din=,[ta]-⸢din⸣,"['𒋫', '𒁷']",𒋫𒁷,[ta]-⸢din⸣,"['missing', 'damaged']",0.75,,P336923,6,1,,confirmation of transfer 1
6788,P336923.6.2,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,P336923,6,2,,exclusion of litigation
6789,P336923.6.3,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,P336923,6,3,,exclusion of litigation
6790,P336923.6.4,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,P336923,6,4,,exclusion of litigation
6791,P336923.6.5,%akk-x-neoass:la-aš₂-šu₂=,[la-aš₂-šu₂],"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,[la-aš₂-šu₂],"['missing', 'missing', 'missing']",1.0,,P336923,6,5,,exclusion of litigation
6792,P336923.7.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336923,7,1,,penalties for litigation: contravention
6793,P336923.7.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336923,7,2,,penalties for litigation: contravention
6794,P336923.7.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336923,7,3,,penalties for litigation: contravention
6795,P336923.7.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P336923,7,4,,penalties for litigation: contravention
6796,P336923.7.5,%akk-x-neoass:ana=,ana,['𒁹'],𒁹,ana,['complete'],0.0,,P336923,7,5,,penalties for litigation: contravention
6797,P336923.7.6,%akk-x-neoass:ma-ti-ma=,ma-ti-ma,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-ma,"['complete', 'complete', 'complete']",0.0,,P336923,7,6,,penalties for litigation: contravention
6798,P336923.7.7,%akk-x-neoass:GIL-u-ni=,[GIL-u-ni],"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,[GIL-u-ni],"['missing', 'missing', 'missing']",1.0,,P336923,7,7,,penalties for litigation: contravention
6799,P336923.8.1,%akk-x-neoass:lu-u=,⸢lu⸣-u,"['𒇻', '𒌋']",𒇻𒌋,⸢lu⸣-u,"['damaged', 'complete']",0.25,,P336923,8,1,,penalties for litigation: contravention
6800,P336923.8.2,%akk-x-neoass:{1}{d}PA-HAL-a-ni=,{1}{d}PA-HAL-a-ni,"['𒁹', '𒀭', '𒉺', '𒄬', '𒀀', '𒉌']",𒁹𒀭𒉺𒄬𒀀𒉌,{1}{d}PA-HAL-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336923,8,2,,penalties for litigation: contravention
6801,P336923.8.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336923,8,3,,penalties for litigation: contravention
6802,P336923.8.4,%akk-x-neoass:DUMU-MEŠ-šu₂=,[DUMU-MEŠ-šu₂],"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,[DUMU-MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,,P336923,8,4,,penalties for litigation: contravention
6803,P336923.9.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336923,9,1,,none
6804,P336923.9.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,2,,none
6805,P336923.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,3,,none
6806,P336923.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,4,,none
6807,P336923.9.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,5,,none
6808,P336923.9.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,6,,none
6809,P336923.9.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,7,,none
6810,P336923.9.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,8,,none
6811,P336923.9.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,9,,none
6812,P336923.9.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,10,,none
6813,P336923.9.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,9,11,,none
6814,P336923.9.12,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336923,9,12,,none
6815,P336923.11.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336923,11,1,,none
6816,P336923.11.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,2,,none
6817,P336923.11.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,3,,none
6818,P336923.11.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,4,,none
6819,P336923.11.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,5,,none
6820,P336923.11.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,6,,none
6821,P336923.11.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,7,,none
6822,P336923.11.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,8,,none
6823,P336923.11.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,9,,none
6824,P336923.11.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,10,,none
6825,P336923.11.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336923,11,11,,none
