Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
261,P522618.2.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,,P522618,2,1,seal identification
262,P522618.2.2,+Šumma-abu[]PN$,{m}šum-mu-⸢AD⸣,Šumma-abu,Šumma-abu,1,PN,"['𒁹', '𒋳', '𒈬', '𒀜']",𒁹𒋳𒈬𒀜,{m}šum-mu-⸢AD⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,,P522618,2,2,seal identification
263,P522618.2.3,+bēlu[lord//owner]N'N$bēlu&+mugerru[chariot]N$mugirri,{lu₂}⸢EN⸣-[GIGIR],bēlu,bēlu,owner,N,"['𒇽', '𒂗', '𒇀']",𒇽𒂗𒇀,{LU₂}⸢EN⸣-[GIGIR],"['complete', 'damaged', 'missing']",0.5,,,P522618,2,3,seal identification
265,P522618.3.1,kunuk[seal]N,{[na₄]}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}KIŠIB,"['missing', 'complete']",0.5,,,P522618,3,1,seal identification
266,P522618.3.2,+Sebiʾ[]PN$,{m}se-bi-iʾ,Sebiʾ,Sebiʾ,1,PN,"['𒁹', '𒋛', '𒁉', '𒀪']",𒁹𒋛𒁉𒀪,{m}se-bi-iʾ,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522618,3,2,seal identification
267,P522618.3.3,+nagār-mugerri[cartwright]N$naggār-mugirri,NAGAR-{giš}[GIGIR],naggār-mugirri,nagār-mugerri,cartwright,N,"['𒉄', '𒄑', '𒇀']",𒉄𒄑𒇀,NAGAR-{GIŠ}[GIGIR],"['complete', 'complete', 'missing']",0.33,,,P522618,3,3,seal identification
268,P522618.4.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,,P522618,4,1,seal identification
269,P522618.4.2,+Nergal-remanni[]PN$,{m}{d}MAŠ.MAŠ-⸢rem₂⸣-[a]-ni,Nergal-remanni,Nergal-remanni,1,PN,"['𒁹', '𒀭', '𒈦', '𒈦', '𒀖', '𒀀', '𒉌']",𒁹𒀭𒈦𒈦𒀖𒀀𒉌,{m}{d}MAŠ.MAŠ-⸢rem₂⸣-[a]-ni,"['complete', 'complete', 'complete', 'complete', 'damaged', 'missing', 'complete']",0.21,PN,,P522618,4,2,seal identification
270,P522618.4.3,mukīl-appāte[chariot driver]N,{lu₂}mu-kil-PA.MEŠ,mukīl-appāte,mukīl-appāti,chariot driver,N,"['𒇽', '𒈬', '𒆸', '𒉺', '𒈨𒌍']",𒇽𒈬𒆸𒉺𒈨𒌍,{LU₂}mu-kil-PA.MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,P522618,4,3,seal identification
271,P522618.5.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,,P522618,5,1,seal identification
272,P522618.5.2,+Amar-Dadi[]PN$,{m}a-mar-⸢da⸣-[di],Amar-Dadi,Amar-Dadi,1,PN,"['𒁹', '𒀀', '𒈥', '𒁕', '𒁲']",𒁹𒀀𒈥𒁕𒁲,{m}a-mar-⸢da⸣-[di],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,PN,,P522618,5,2,seal identification
273,P522618.6.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,,,P522618,6,1,seal identification
274,P522618.6.2,+Nabu-ladin[]PN$,{m}{d}PA-la-⸢din⸣,Nabu-ladin,Nabu-ladin,1,PN,"['𒁹', '𒀭', '𒉺', '𒆷', '𒁷']",𒁹𒀭𒉺𒆷𒁷,{m}{d}PA-la-⸢din⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,PN,,P522618,6,2,seal identification
275,P522618.6.3,mār[son]N,[A,mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,,P522618,6,3,seal identification
276,P522618.6.4,+x-ni[]PN$,{m}x-(x)]-ni,x-ni,x-ni,1,PN,"['𒁹', 'X', 'X', '𒉌']",𒁹XX𒉌,{[m]}[x-x]-ni,"['missing', 'missing', 'missing', 'complete']",0.75,PN,,P522618,6,4,seal identification
277,P522618.7.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,,P522618,7,1,seal identification
278,P522618.7.2,+Šamaš-ahu-uṣur[]PN$,{m}{d}UTU-PAB-PAB,Šamaš-ahu-uṣur,Šamaš-ahu-uṣur,1,PN,"['𒁹', '𒀭', '𒌓', '𒉽', '𒉽']",𒁹𒀭𒌓𒉽𒉽,{m}{d}UTU-PAB-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522618,7,2,seal identification
279,P522618.7.3,mār[son]N,[A,mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,,P522618,7,3,seal identification
