Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
3776,P337084.2.1,%akk-x-neoass:ṣu-pur=,⸢ṣu⸣-[pur,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-[pur],"['damaged', 'missing']",0.75,,P337084,2,1,,seal identification
3777,P337084.2.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337084,2,2,,seal identification
3778,P337084.2.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,2,3,,seal identification
3779,P337084.2.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,2,4,,seal identification
3780,P337084.2.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,2,5,,seal identification
3781,P337084.2.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337084,2,6,,seal identification
3782,P337084.3.1,%akk-x-neoass:TA=,⸢TA⸣,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,P337084,3,1,,none
3783,P337084.3.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337084,3,2,,none
3784,P337084.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,3,3,,none
3785,P337084.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,3,4,,none
3786,P337084.3.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,3,5,,none
3787,P337084.3.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,3,6,,none
3788,P337084.3.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,3,7,,none
3789,P337084.3.8,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337084,3,8,,none
3790,P337084.4.1,%akk-x-neoass:ša=,⸢ša⸣,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,P337084,4,1,,none
3791,P337084.4.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337084,4,2,,none
3792,P337084.4.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,4,3,,none
3793,P337084.4.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,4,4,,none
3794,P337084.4.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,4,5,,none
3795,P337084.4.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,4,6,,none
3796,P337084.4.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,4,7,,none
3797,P337084.4.8,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337084,4,8,,none
3798,P337084.6.1,%akk-x-neoass:i-za-qu-ba-a-ni=,⸢i⸣-za-qu-⸢ba-a⸣-[ni,"['𒄿', '𒍝', '𒄣', '𒁀', '𒀀', '𒉌']",𒄿𒍝𒄣𒁀𒀀𒉌,⸢i⸣-za-qu-⸢ba-a⸣-[ni],"['damaged', 'complete', 'complete', 'damaged', 'damaged', 'missing']",0.42,,P337084,6,1,,penalties for litigation: contravention
3799,P337084.6.2,%akk-x-neoass:GIL-u-ni=,GIL-u-ni],"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,[GIL-u-ni],"['missing', 'missing', 'missing']",1.0,,P337084,6,2,,penalties for litigation: contravention
3800,P337084.7.1,%akk-x-neoass:ma=,ma,['𒈠'],𒈠,ma,['complete'],0.0,,P337084,7,1,,penalties for litigation: contravention
3801,P337084.7.2,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,,P337084,7,2,,penalties for litigation: contravention
3802,P337084.7.3,%akk-x-neoass:za-rip=,za-[rip,"['𒍝', '𒆗']",𒍝𒆗,za-[rip],"['complete', 'missing']",0.5,,P337084,7,3,,penalties for litigation: contravention
3803,P337084.7.4,%akk-x-neoass:la=,la,['𒆷'],𒆷,[la],['missing'],1.0,,P337084,7,4,,penalties for litigation: contravention
3804,P337084.7.5,%akk-x-neoass:la-qi=,la-qi],"['𒆷', '𒆥']",𒆷𒆥,[la-qi],"['missing', 'missing']",1.0,,P337084,7,5,,penalties for litigation: contravention
3805,P337084.8.1,%akk-x-neoass:ir-ti=,⸢ir⸣-ti,"['𒅕', '𒋾']",𒅕𒋾,⸢ir⸣-ti,"['damaged', 'complete']",0.25,,P337084,8,1,,none
3806,P337084.8.2,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P337084,8,2,,none
3807,P337084.8.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,8,3,,none
3808,P337084.8.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,8,4,,none
3809,P337084.8.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337084,8,5,,none
3810,P337084.9.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P337084,9,1,,none
3811,P337084.9.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P337084,9,2,,none
3812,P337084.9.3,%akk-x-neoass:da-x=,da-[x,"['𒁕', 'X']",𒁕X,da-[x],"['complete', 'missing']",0.5,,P337084,9,3,,none
3813,P337084.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,9,4,,none
3814,P337084.9.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337084,9,5,,none
3815,P337084.9.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337084,9,6,,none
3816,P337084.11.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P337084,11,1,,other clauses
3817,P337084.11.2,%akk-x-neoass:ur-kiš-ši=,ur-kiš-⸢ši⸣,"['𒌨', '𒆧', '𒅆']",𒌨𒆧𒅆,ur-kiš-⸢ši⸣,"['complete', 'complete', 'damaged']",0.17,,P337084,11,2,,other clauses
3818,P337084.11.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P337084,11,3,,other clauses
3819,P337084.11.4,%akk-x-neoass:ma-ti-ma=,⸢ma-ti⸣-[ma],"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,⸢ma-ti⸣-[ma],"['damaged', 'damaged', 'missing']",0.67,,P337084,11,4,,other clauses
3820,P337084.12.1,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P337084,12,1,,other clauses
3821,P337084.12.2,%akk-x-neoass:{MI₂}GEME₂=,{mi₂}GEME₂,"['𒊩', '𒊩𒆳']",𒊩𒊩𒆳,{MI₂}GEME₂,"['complete', 'complete']",0.0,,P337084,12,2,,other clauses
3822,P337084.12.3,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P337084,12,3,,other clauses
3823,P337084.12.4,%akk-x-neoass:GUD=,GUD,['𒄞'],𒄞,GUD,['complete'],0.0,,P337084,12,4,,other clauses
3824,P337084.13.1,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P337084,13,1,,other clauses
3825,P337084.13.2,%akk-x-neoass:ANŠE.NITA₂=,ANŠE.NITA₂,"['𒀲', '𒀴']",𒀲𒀴,ANŠE.NITA₂,"['complete', 'complete']",0.0,,P337084,13,2,,other clauses
3826,P337084.13.3,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,,P337084,13,3,,other clauses
3827,P337084.13.4,%akk-x-neoass:qa=,qa,['𒋡'],𒋡,qa,['complete'],0.0,,P337084,13,4,,other clauses
3828,P337084.13.5,%akk-x-neoass:bu=,bu,['𒁍'],𒁍,bu,['complete'],0.0,,P337084,13,5,,other clauses
3829,P337084.13.6,%akk-x-neoass:x+x=,x+[x],"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P337084,13,6,,other clauses
3830,P337084.15.1,%akk-x-neoass:i-du-nu=,⸢i-du⸣-nu,"['𒄿', '𒁺', '𒉡']",𒄿𒁺𒉡,⸢i-du⸣-nu,"['damaged', 'damaged', 'complete']",0.33,,P337084,15,1,,other clauses
3831,P337084.15.2,%akk-x-neoass:{1}{d}IM-KAR-ir=,{1}{d}IM-KAR-⸢ir⸣,"['𒁹', '𒀭', '𒅎', '𒋼𒀀', '𒅕']",𒁹𒀭𒅎𒋼𒀀𒅕,{1}{d}IM-KAR-⸢ir⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,,P337084,15,2,,other clauses
3832,P337084.16.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P337084,16,1,,other clauses
