Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
309,P335495.5.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335495,5,1,penalties for litigation: penalty
310,P335495.5.2,MA.NA],manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manê,manû,a unit of weight,,P335495,5,2,penalties for litigation: penalty
311,P335495.5.3,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,P335495,5,3,penalties for litigation: penalty
312,P335495.5.4,01,n,NUMBER,n,['𒁹'],𒁹,01,['complete'],0.0,,,,,P335495,5,4,penalties for litigation: penalty
313,P335495.5.5,MA.NA,manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manê,manû,a unit of weight,,P335495,5,5,penalties for litigation: penalty
314,P335495.5.6,KUG.⸢GI⸣,hurāṣi[gold]N,,N,"['𒆬', '𒄀']",𒆬𒄀,KUG.⸢GI⸣,"['complete', 'damaged']",0.25,hurāṣi,hurāṣu,gold,,P335495,5,6,penalties for litigation: penalty
315,P335495.6.1,[a-na,ana[to]PRP,,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,ana,ana,to,,P335495,6,1,penalties for litigation: penalty
316,P335495.6.2,{d]}MAŠ,Inurta[1]DN,DN,DN,"['𒀭', '𒈦']",𒀭𒈦,{[d]}MAŠ,"['missing', 'complete']",0.5,Inurta,Inurta,1,,P335495,6,2,penalties for litigation: penalty
317,P335495.6.3,a-šib,āšib[residing]AJ,,AJ,"['𒀀', '𒈨']",𒀀𒈨,a-šib,"['complete', 'complete']",0.0,āšib,āšibu,residing,,P335495,6,3,penalties for litigation: penalty
318,P335495.6.4,{uru}kal₃-hi,Kalhi[1]GN,GN,GN,"['𒌷', '𒆕', '𒄭']",𒌷𒆕𒄭,{URU}kal₃-hi,"['complete', 'complete', 'complete']",0.0,Kalhi,Kalhu,1,,P335495,6,4,penalties for litigation: penalty
319,P335495.6.5,⸢SUM⸣-[an],iddan[pay]V,,V,"['𒋧', '𒀭']",𒋧𒀭,⸢SUM⸣-[an],"['damaged', 'missing']",0.75,iddan,tadānu,pay,,P335495,6,5,penalties for litigation: penalty
