Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
10161,P428816.4.1,kaspu[money]N,kas₂-pu,,N,"['𒁉', '𒁍']",𒁉𒁍,kas₂-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P428816,4,1,penalties for litigation: penalty
10162,P428816.4.2,ana[for]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,for,P428816,4,2,penalties for litigation: penalty
10163,P428816.4.3,ešrāte[tenfold]AV,10-MEŠ-te,,AV,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10-MEŠ-te,"['complete', 'complete', 'complete']",0.0,ešrāte,ešriātu,tenfold,P428816,4,3,penalties for litigation: penalty
10164,P428816.4.4,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P428816,4,4,penalties for litigation: penalty
10165,P428816.4.5,bēlīšu[owner]N,EN-šu₂,,N,"['𒂗', '𒋙']",𒂗𒋙,EN-šu₂,"['complete', 'complete']",0.0,bēlīšu,bēlu,owner,P428816,4,5,penalties for litigation: penalty
10166,P428816.4.6,iddan[give]V,i-⸢dan⸣,,V,"['𒄿', '𒆗']",𒄿𒆗,i-⸢dan⸣,"['complete', 'damaged']",0.25,iddan,tadānu,give,P428816,4,6,penalties for litigation: penalty
10167,P428816.5.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428816,5,1,penalties for litigation: penalty
10168,P428816.5.2,dēnīšu[lawsuit]N,de-ni-šu₂,,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,dēnīšu,dīnu,lawsuit,P428816,5,2,penalties for litigation: penalty
10169,P428816.5.3,idabbub[contest]V,DUG₄.DUG₄,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,idabbub,dabābu,contest,P428816,5,3,penalties for litigation: penalty
10170,P428816.5.4,lā[not]MOD,la,,MOD,['𒆷'],𒆷,la,['complete'],0.0,lā,lā,not,P428816,5,4,penalties for litigation: penalty
