Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14977,P336943.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄]}⸢KIŠIB⸣,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,P336943,2,1,,seal identification
14978,P336943.2.2,%akk-x-neoass:{1}{d}x=,{1}{⸢d⸣}[x,"['𒁹', '𒀭', 'X']",𒁹𒀭X,{1}{⸢d⸣}[x],"['complete', 'damaged', 'missing']",0.5,,P336943,2,2,,seal identification
14979,P336943.2.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,2,3,,seal identification
14980,P336943.2.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,2,4,,seal identification
14981,P336943.3.1,%akk-x-neoass:A=,[A],['𒀀'],𒀀,[A],['missing'],1.0,,P336943,3,1,,seal identification
14982,P336943.3.2,%akk-x-neoass:{1}DUG₃-x=,{1}DUG₃-[x,"['𒁹', '𒄭', 'X']",𒁹𒄭X,{1}DUG₃-[x],"['complete', 'complete', 'missing']",0.33,,P336943,3,2,,seal identification
14983,P336943.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,3,3,,seal identification
14984,P336943.3.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,3,4,,seal identification
14985,P336943.4.1,%akk-x-neoass:EN=,[EN],['𒂗'],𒂗,[EN],['missing'],1.0,,P336943,4,1,,seal identification
14986,P336943.4.2,%akk-x-neoass:GEME₂=,⸢GEME₂⸣,['𒊩𒆳'],𒊩𒆳,⸢GEME₂⸣,['damaged'],0.5,,P336943,4,2,,seal identification
14987,P336943.4.3,%akk-x-neoass:SUM-ni=,SUM-[ni],"['𒋧', '𒉌']",𒋧𒉌,SUM-[ni],"['complete', 'missing']",0.5,,P336943,4,3,,seal identification
14988,P336943.8.1,%akk-x-neoass:{MI₂}{d}kur-a-x=,{mi₂}{d}kur-a-⸢x⸣,"['𒊩', '𒀭', '𒆳', '𒀀', 'X']",𒊩𒀭𒆳𒀀X,{MI₂}{d}kur-a-⸢x⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,,P336943,8,1,,object sold
14989,P336943.8.2,%akk-x-neoass:GEME₂-šu₂=,[GEME₂-šu₂],"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,[GEME₂-šu₂],"['missing', 'missing']",1.0,,P336943,8,2,,object sold
14990,P336943.9.1,%akk-x-neoass:ša=,[ša],['𒊭'],𒊭,[ša],['missing'],1.0,,P336943,9,1,,object sold
14991,P336943.9.2,%akk-x-neoass:{1}{d}x=,{1}{d}[x,"['𒁹', '𒀭', 'X']",𒁹𒀭X,{1}{d}[x],"['complete', 'complete', 'missing']",0.33,,P336943,9,2,,object sold
14992,P336943.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,9,3,,object sold
14993,P336943.9.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,9,4,,object sold
14994,P336943.10.1,%akk-x-neoass:u₂-piš-ma=,[u₂]-⸢piš⸣-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂]-⸢piš⸣-ma,"['missing', 'damaged', 'complete']",0.5,,P336943,10,1,,initiation of transaction
14995,P336943.10.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336943,10,2,,initiation of transaction
14996,P336943.10.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,10,3,,initiation of transaction
14997,P336943.10.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,10,4,,initiation of transaction
14998,P336943.11.1,%akk-x-neoass:ina=,⸢ina⸣,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,,P336943,11,1,,price
14999,P336943.11.2,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P336943,11,2,,price
15000,P336943.11.3,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336943,11,3,,price
15001,P336943.11.4,%akk-x-neoass:MA.NA=,⸢MA⸣.[NA,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.[NA],"['damaged', 'missing']",0.75,,P336943,11,4,,price
15002,P336943.11.5,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR],"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,P336943,11,5,,price
15003,P336943.12.1,%akk-x-neoass:il-qi=,il-qi,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,P336943,12,1,,completion of transaction
15004,P336943.12.2,%akk-x-neoass:kas-pu=,kas-[pu,"['𒆜', '𒁍']",𒆜𒁍,kas-[pu],"['complete', 'missing']",0.5,,P336943,12,2,,confirmation of transfer 1
15005,P336943.12.3,%akk-x-neoass:ga-mur=,ga-mur],"['𒂵', '𒄯']",𒂵𒄯,[ga-mur],"['missing', 'missing']",1.0,,P336943,12,3,,confirmation of transfer 1
15006,P336943.13.1,%akk-x-neoass:ta-din=,ta-din,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,P336943,13,1,,confirmation of transfer 1
15007,P336943.13.2,%akk-x-neoass:GEME₂=,⸢GEME₂⸣,['𒊩𒆳'],𒊩𒆳,⸢GEME₂⸣,['damaged'],0.5,,P336943,13,2,,confirmation of transfer 2
15008,P336943.13.3,%akk-x-neoass:šu-a-tu₂=,[šu-a-tu₂],"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,[šu-a-tu₂],"['missing', 'missing', 'missing']",1.0,,P336943,13,3,,confirmation of transfer 2
15009,P336943.14.1,%akk-x-neoass:zar-pat=,zar-pat,"['𒇡', '𒉻']",𒇡𒉻,zar-pat,"['complete', 'complete']",0.0,,P336943,14,1,,confirmation of transfer 2
15010,P336943.14.2,%akk-x-neoass:la-qi-at=,la-[qi-at],"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,la-[qi-at],"['complete', 'missing', 'missing']",0.67,,P336943,14,2,,confirmation of transfer 2
15011,P336943.15.1,%akk-x-neoass:de-e-nu=,de-e-⸢nu⸣,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-⸢nu⸣,"['complete', 'complete', 'damaged']",0.17,,P336943,15,1,,exclusion of litigation
15012,P336943.15.2,%akk-x-neoass:DUG₄.DUG₄=,[DUG₄.DUG₄],"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,,P336943,15,2,,exclusion of litigation
15013,P336943.16.1,%akk-x-neoass:la-aš₂-šu₂=,la-aš₂-⸢šu₂⸣,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-⸢šu₂⸣,"['complete', 'complete', 'damaged']",0.17,,P336943,16,1,,exclusion of litigation
15014,P336943.16.2,%akk-x-neoass:man-nu=,[man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,,P336943,16,2,,penalties for litigation: contravention
15015,P336943.16.3,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,[ša],['missing'],1.0,,P336943,16,3,,penalties for litigation: contravention
15016,P336943.16.4,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336943,16,4,,penalties for litigation: contravention
15017,P336943.16.5,%akk-x-neoass:ur-kiš=,ur-kiš],"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,,P336943,16,5,,penalties for litigation: contravention
15018,P336943.17.1,%akk-x-neoass:u=,u,['𒌋'],𒌋,u,['complete'],0.0,,P336943,17,1,,penalties for litigation: contravention
15019,P336943.17.2,%akk-x-neoass:ma-te-ma=,ma-te-[ma,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,ma-te-[ma],"['complete', 'complete', 'missing']",0.33,,P336943,17,2,,penalties for litigation: contravention
15020,P336943.17.3,%akk-x-neoass:i-za-qup-a-ni=,i-za-qup-a-ni],"['𒄿', '𒍝', '𒁺', '𒀀', '𒉌']",𒄿𒍝𒁺𒀀𒉌,[i-za-qup-a-ni],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,,P336943,17,3,,penalties for litigation: contravention
15021,P336943.18.1,%akk-x-neoass:GIL-u-ni=,GIL-u-[ni,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-u-[ni],"['complete', 'complete', 'missing']",0.33,,P336943,18,1,,penalties for litigation: contravention
15022,P336943.18.2,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,,P336943,18,2,,penalties for litigation: contravention
15023,P336943.18.3,%akk-x-neoass:{1}{d}x=,{1}{d}x,"['𒁹', '𒀭', 'X']",𒁹𒀭X,{[1]}{[d]}[x],"['missing', 'missing', 'missing']",1.0,,P336943,18,3,,penalties for litigation: contravention
15024,P336943.18.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,18,4,,penalties for litigation: contravention
15025,P336943.18.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,18,5,,penalties for litigation: contravention
15026,P336943.19.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336943,19,1,,penalties for litigation: contravention
15027,P336943.19.2,%akk-x-neoass:DUMU-MEŠ-šu₂=,⸢DUMU⸣-[MEŠ-šu₂],"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,⸢DUMU⸣-[MEŠ-šu₂],"['damaged', 'missing', 'missing']",0.83,,P336943,19,2,,penalties for litigation: contravention
15028,P336943.21.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336943,21,1,,penalties for litigation: contravention
15029,P336943.21.2,%akk-x-neoass:PAB-MEŠ-šu₂=,PAB-[MEŠ-šu₂],"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,PAB-[MEŠ-šu₂],"['complete', 'missing', 'missing']",0.67,,P336943,21,2,,penalties for litigation: contravention
15030,P336943.22.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336943,22,1,,penalties for litigation: contravention
15031,P336943.22.2,%akk-x-neoass:{1}x=,{1}[x,"['𒁹', 'X']",𒁹X,{1}[x],"['complete', 'missing']",0.5,,P336943,22,2,,penalties for litigation: contravention
15032,P336943.22.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,22,3,,penalties for litigation: contravention
15033,P336943.22.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,22,4,,penalties for litigation: contravention
15034,P336943.22.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,22,5,,penalties for litigation: contravention
15035,P336943.23.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336943,23,1,,penalties for litigation: contravention
15036,P336943.23.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336943,23,2,,penalties for litigation: contravention
15037,P336943.23.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,23,3,,penalties for litigation: contravention
15038,P336943.23.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,23,4,,penalties for litigation: contravention
15039,P336943.23.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,23,5,,penalties for litigation: contravention
15040,P336943.23.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,23,6,,penalties for litigation: contravention
15041,P336943.23.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,23,7,,penalties for litigation: contravention
15042,P336943.25.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336943,25,1,,penalties for litigation: contravention
15043,P336943.25.2,%akk-x-neoass:TA=,⸢TA⸣,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,P336943,25,2,,penalties for litigation: contravention
15044,P336943.25.3,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336943,25,3,,penalties for litigation: contravention
15045,P336943.25.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336943,25,4,,penalties for litigation: contravention
15046,P336943.25.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336943,25,5,,penalties for litigation: contravention
15047,P336943.26.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336943,26,1,,penalties for litigation: contravention
15048,P336943.26.2,%akk-x-neoass:TA=,⸢TA⸣,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,P336943,26,2,,penalties for litigation: contravention
15049,P336943.26.3,%akk-x-neoass:DUMU-MEŠ-šu₂=,[DUMU-MEŠ-šu₂],"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,[DUMU-MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,,P336943,26,3,,penalties for litigation: contravention
15050,P336943.27.1,%akk-x-neoass:de-e-nu=,de-e-[nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-[nu],"['complete', 'complete', 'missing']",0.33,,P336943,27,1,,penalties for litigation: contravention
