Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
15811,P336928.3.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš-ma],"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,,P336928,3,1,,initiation of transaction
15812,P336928.3.2,%akk-x-neoass:{1}{d}EN-mu-LAL=,{1}{d}⸢EN⸣-mu-LAL,"['𒁹', '𒀭', '𒂗', '𒈬', '𒇲']",𒁹𒀭𒂗𒈬𒇲,{1}{d}⸢EN⸣-mu-LAL,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,,P336928,3,2,,initiation of transaction
15813,P336928.4.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336928,4,1,,none
15814,P336928.4.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336928,4,2,,none
15815,P336928.4.3,%akk-x-neoass:ina=,ina],['𒀸'],𒀸,[ina],['missing'],1.0,,P336928,4,3,,price
15816,P336928.4.4,%akk-x-neoass:ŠA₃=,⸢ŠA₃⸣,['𒊮'],𒊮,⸢ŠA₃⸣,['damaged'],0.5,,P336928,4,4,,price
15817,P336928.4.5,%akk-x-neoass:30=,30,['𒌍'],𒌍,30,['complete'],0.0,,P336928,4,5,,price
15818,P336928.4.6,%akk-x-neoass:GIN₂-MEŠ=,GIN₂-MEŠ,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-MEŠ,"['complete', 'complete']",0.0,,P336928,4,6,,price
15819,P336928.4.7,%akk-x-neoass:KU₃.BABBAR=,KU₃.⸢BABBAR⸣,"['𒆬', '𒌓']",𒆬𒌓,KU₃.⸢BABBAR⸣,"['complete', 'damaged']",0.25,,P336928,4,7,,price
15820,P336928.5.1,%akk-x-neoass:a-na=,a-⸢na,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,,P336928,5,1,,completion of transaction
15821,P336928.5.2,%akk-x-neoass:il-ki=,il⸣-ki,"['𒅋', '𒆠']",𒅋𒆠,⸢il⸣-ki,"['damaged', 'complete']",0.25,,P336928,5,2,,completion of transaction
15822,P336928.5.3,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336928,5,3,,completion of transaction
15823,P336928.5.4,%akk-x-neoass:{LU₂}u₂-ra-si=,{lu₂}u₂-ra-si,"['𒇽', '𒌑', '𒊏', '𒋛']",𒇽𒌑𒊏𒋛,{LU₂}u₂-ra-si,"['complete', 'complete', 'complete', 'complete']",0.0,,P336928,5,4,,completion of transaction
15824,P336928.6.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336928,6,1,,completion of transaction
15825,P336928.6.2,%akk-x-neoass:{URU}ŠA₃-URU=,{uru}ŠA₃-URU,"['𒌷', '𒊮', '𒌷']",𒌷𒊮𒌷,{URU}ŠA₃-URU,"['complete', 'complete', 'complete']",0.0,,P336928,6,2,,completion of transaction
15826,P336928.6.3,%akk-x-neoass:il-qi₂=,(il-qi₂),"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,,P336928,6,3,,completion of transaction
15827,P336928.7.1,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336928,7,1,,confirmation of transfer 1
15828,P336928.7.2,%akk-x-neoass:gam-mur=,gam-mur,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P336928,7,2,,confirmation of transfer 1
15829,P336928.7.3,%akk-x-neoass:ta-ad-din=,ta-ad-din,"['𒋫', '𒀜', '𒁷']",𒋫𒀜𒁷,ta-ad-din,"['complete', 'complete', 'complete']",0.0,,P336928,7,3,,confirmation of transfer 1
