Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
24130,P335414.2.1,[ku-um,kūm[instead of]PRP,,PRP,"['𒆪', '𒌝']",𒆪𒌝,[ku-um],"['missing', 'missing']",1.0,kūm,kūm,instead of,,P335414,2,1,seal identification
24131,P335414.2.2,{na₄]}KIŠIB-šu₂,kunukkīšu[seal]N,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{[NA₄]}KIŠIB-šu₂,"['missing', 'complete', 'complete']",0.33,kunukkīšu,kunukku,seal,,P335414,2,2,seal identification
24132,P335414.2.3,ṣu-pur-[šu₂],ṣupuršu[fingernail]N,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,ṣu-pur-[šu₂],"['complete', 'complete', 'missing']",0.33,ṣupuršu,ṣupru,fingernail,,P335414,2,3,seal identification
24133,P335414.3.1,[iš]-⸢kun⸣,iškun[place]V,,V,"['𒅖', '𒆲']",𒅖𒆲,[iš]-⸢kun⸣,"['missing', 'damaged']",0.75,iškun,šakānu,place,,P335414,3,1,seal identification
24134,P335414.3.2,ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P335414,3,2,seal identification
24135,P335414.3.3,{1}DINGIR—SU,Ilu-eriba[1]PN$,PN,PN,"['𒁹', '𒀭', '𒋢']",𒁹𒀭𒋢,{1}DINGIR-SU,"['complete', 'complete', 'complete']",0.0,Ilu-eriba,Ilu-eriba,1,,P335414,3,3,seal identification
24136,P335414.7.1,[EN,bēl[owner]N,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,P335414,7,1,seal identification
24137,P335414.7.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,7,2,seal identification
24138,P335414.7.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,7,3,seal identification
24139,P335414.7.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,7,4,seal identification
24140,P335414.7.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,7,5,seal identification
24141,P335414.7.6,ta-da-a-ni,tadānu[give//giving]'N$tadāni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,P335414,7,6,seal identification
24142,P335414.8.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,8,1,none
24143,P335414.8.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,8,2,none
24144,P335414.8.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,8,3,none
24145,P335414.8.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,8,4,none
24146,P335414.8.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,8,5,none
24147,P335414.8.6,x]+⸢x⸣,u,,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,P335414,8,6,none
24148,P335414.8.7,{1}man-nu—GIM—PAB-MEŠ,Mannu-ki-ahhe[1]PN,PN,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒁶', '𒉽', '𒈨𒌍']",𒁹𒌋𒌋𒉡𒁶𒉽𒈨𒌍,{1}man-nu-GIM-PAB-MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Mannu-ki-ahhe,Mannu-ki-ahhe,1,,P335414,8,7,none
24149,P335414.9.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,1,none
24150,P335414.9.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,2,none
24151,P335414.9.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,3,none
24152,P335414.9.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,4,none
24153,P335414.9.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,5,none
24154,P335414.9.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,6,none
24155,P335414.9.7,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,9,7,none
24156,P335414.9.8,di,u,,u,['𒁲'],𒁲,di,['complete'],0.0,,,,,P335414,9,8,none
24157,P335414.10.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,1,none
24158,P335414.10.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,2,none
24159,P335414.10.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,3,none
24160,P335414.10.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,4,none
24161,P335414.10.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,5,none
24162,P335414.10.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,6,none
24163,P335414.10.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,7,none
24164,P335414.10.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,10,8,none
24165,P335414.10.9,01,n,NUMBER,n,['𒁹'],𒁹,⸢01⸣,['damaged'],0.5,,,,,P335414,10,9,none
24166,P335414.10.10,MA.NA,manû[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,P335414,10,10,none
24167,P335414.10.11,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,P335414,10,11,none
24168,P335414.14.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,1,none
24169,P335414.14.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,2,none
24170,P335414.14.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,3,none
24171,P335414.14.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,4,none
24172,P335414.14.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,5,none
24173,P335414.14.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,6,none
24174,P335414.14.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,7,none
24175,P335414.14.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,8,none
24176,P335414.14.9,{1}{d}30—⸢x⸣+[x,u,,u,"['𒁹', '𒀭', '𒌍', 'x', 'x']",𒁹𒀭𒌍xx,{1}{d}30-⸢x⸣+[x],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,,,,,P335414,14,9,none
24177,P335414.14.10,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,10,none
24178,P335414.14.11,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,14,11,none
24179,P335414.15.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,1,none
24180,P335414.15.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,2,none
24181,P335414.15.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,3,none
24182,P335414.15.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,4,none
24183,P335414.15.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,5,none
24184,P335414.15.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335414,15,6,none
