Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
2075,P335600.2.1,ub-ta-ʾu-[u-ni,ubtaʾʾūni[seek]V,V,"['𒌒', '𒋫', '𒀪', '𒌋', '𒉌']",𒌒𒋫𒀪𒌋𒉌,ub-ta-ʾu-[u-ni],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,ubtaʾʾūni,buʾʾû,seek,,,P335600,2,1,penalties for litigation: contravention
2076,P335600.2.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335600,2,2,none
2077,P335600.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335600,2,3,none
2078,P335600.2.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335600,2,4,none
2079,P335600.2.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335600,2,5,none
2080,P335600.3.1,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335600,3,1,penalties for litigation: penalty
2081,P335600.3.2,<ana>,ana[to+=tenfold]PRP,PRP,['𒁹'],𒁹,ana,['complete'],0.0,ana,ana,to,,,P335600,3,2,penalties for litigation: penalty
2082,P335600.3.3,10-[MEŠ,ešrāti[tenfold]AV,AV,"['𒌋', '𒈨𒌍']",𒌋𒈨𒌍,10-[MEŠ],"['complete', 'missing']",0.5,ešrāti,ešriātu,tenfold,,,P335600,3,3,penalties for litigation: penalty
2083,P335600.3.4,ana,ana[to]PRP,PRP,['𒁹'],𒁹,[ana],['missing'],1.0,ana,ana,to,,,P335600,3,4,penalties for litigation: penalty
2084,P335600.3.5,EN-MEŠ-šu₂],bēlēšu[owner]N,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,[EN-MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,bēlēšu,bēlu,owner,,,P335600,3,5,penalties for litigation: penalty
2085,P335600.4.1,u₂-ta-[ra,utâra[return]V,V,"['𒌑', '𒋫', '𒊏']",𒌑𒋫𒊏,u₂-ta-[ra],"['complete', 'complete', 'missing']",0.33,utâra,târu,return,,,P335600,4,1,penalties for litigation: penalty
2086,P335600.4.2,ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335600,4,2,penalties for litigation: penalty
2087,P335600.4.3,de-ni-šu₂],dēnīšu[lawsuit]N,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,dēnīšu,dīnu,lawsuit,,,P335600,4,3,penalties for litigation: penalty
2088,P335600.5.1,DUG₄.[DUG₄-ma,idabbubma[contest]V,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.[DUG₄-ma],"['complete', 'missing', 'missing']",0.67,idabbubma,dabābu,contest,,,P335600,5,1,penalties for litigation: penalty
2089,P335600.5.2,la₃,lā[not]MOD,MOD,['𒉡'],𒉡,[la₃],['missing'],1.0,lā,lā,not,,,P335600,5,2,penalties for litigation: penalty
2090,P335600.5.3,TI],ilaqqi[succeed]V,V,['𒋾'],𒋾,[TI],['missing'],1.0,ilaqqi,leqû,succeed,,,P335600,5,3,penalties for litigation: penalty
