Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
17182,P336841.2.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336841,2,1,,confirmation of transfer 2
17183,P336841.2.2,%akk-x-neoass:šu₂-a-tu₂=,[šu₂-a-tu₂,"['𒋙', '𒀀', '𒌓']",𒋙𒀀𒌓,[šu₂-a-tu₂],"['missing', 'missing', 'missing']",1.0,,P336841,2,2,,confirmation of transfer 2
17184,P336841.2.3,%akk-x-neoass:za-rip=,za-rip,"['𒍝', '𒆗']",𒍝𒆗,[za-rip],"['missing', 'missing']",1.0,,P336841,2,3,,confirmation of transfer 2
17185,P336841.2.4,%akk-x-neoass:la-qi=,la-qi,"['𒆷', '𒆥']",𒆷𒆥,[la-qi],"['missing', 'missing']",1.0,,P336841,2,4,,confirmation of transfer 2
17186,P336841.2.5,%akk-x-neoass:tu₂-a-ru=,tu₂-a-ru],"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,[tu₂-a-ru],"['missing', 'missing', 'missing']",1.0,,P336841,2,5,,exclusion of litigation
17187,P336841.3.1,%akk-x-neoass:de-nu=,de-nu,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,,P336841,3,1,,exclusion of litigation
17188,P336841.3.2,%akk-x-neoass:DUG₄.DUG₄=,⸢DUG₄⸣.[DUG₄,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.[DUG₄],"['damaged', 'missing']",0.75,,P336841,3,2,,exclusion of litigation
17189,P336841.3.3,%akk-x-neoass:la-a-šu₂=,la-a-šu₂,"['𒆷', '𒀀', '𒋙']",𒆷𒀀𒋙,[la-a-šu₂],"['missing', 'missing', 'missing']",1.0,,P336841,3,3,,exclusion of litigation
17190,P336841.3.4,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,,P336841,3,4,,penalties for litigation: contravention
17191,P336841.3.5,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,[ša₂],['missing'],1.0,,P336841,3,5,,penalties for litigation: contravention
17192,P336841.3.6,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336841,3,6,,penalties for litigation: contravention
17193,P336841.3.7,%akk-x-neoass:ur-kiš=,ur-kiš],"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,,P336841,3,7,,penalties for litigation: contravention
17194,P336841.5.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336841,5,1,,penalties for litigation: contravention
17195,P336841.5.2,%akk-x-neoass:ma-ti-ma=,ma-ti-[ma,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-[ma],"['complete', 'complete', 'missing']",0.33,,P336841,5,2,,penalties for litigation: contravention
17196,P336841.5.3,%akk-x-neoass:i-za-qu-pa-a-ni=,i-za-qu-pa-a-ni,"['𒄿', '𒍝', '𒄣', '𒉺', '𒀀', '𒉌']",𒄿𒍝𒄣𒉺𒀀𒉌,[i-za-qu-pa-a-ni],"['missing', 'missing', 'missing', 'missing', 'missing', 'missing']",1.0,,P336841,5,3,,penalties for litigation: contravention
