Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
27116,P335440.3.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335440,3,1,none
27117,P335440.3.2,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335440,3,2,none
27118,P335440.3.3,⸢man-nu,mannu[whoever]'XP,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,⸢man-nu⸣,"['damaged', 'damaged']",0.5,mannu,mannu,whoever,,P335440,3,3,penalties for litigation: contravention
27119,P335440.3.4,ša₂⸣,ša[who]REL,,REL,['𒃻'],𒃻,⸢ša₂⸣,['damaged'],0.5,ša,ša,who,,P335440,3,4,penalties for litigation: contravention
27120,P335440.3.5,ina,ina[in+=in the future]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335440,3,5,penalties for litigation: contravention
27121,P335440.3.6,⸢ur⸣-[kiš,urkiš[later]AV,,AV,"['𒌨', '𒆧']",𒌨𒆧,⸢ur⸣-[kiš],"['damaged', 'missing']",0.75,urkiš,urkiš,later,,P335440,3,6,penalties for litigation: contravention
27122,P335440.3.7,ina,ina[in+=whenever]PRP$,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335440,3,7,penalties for litigation: contravention
27123,P335440.3.8,ma-te-ma],matīma[ever]AV$matēma,,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,[ma-te-ma],"['missing', 'missing', 'missing']",1.0,matēma,matīma,ever,,P335440,3,8,penalties for litigation: contravention
27124,P335440.4.1,[e-la]-an-ni,ellāni[come forward]V,,V,"['𒂊', '𒆷', '𒀭', '𒉌']",𒂊𒆷𒀭𒉌,[e-la]-an-ni,"['missing', 'missing', 'complete', 'complete']",0.5,ellāni,elû,come forward,,P335440,4,1,penalties for litigation: contravention
27125,P335440.4.2,lu-u,lū[may]MOD,,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,may,,P335440,4,2,penalties for litigation: contravention
27126,P335440.4.3,{1}ki-⸢ṣir⸣—{[d}15,Kiṣir-Issar[1]PN,PN,PN,"['𒁹', '𒆠', '𒈲', '𒀭', '15']",𒁹𒆠𒈲𒀭15,{1}ki-⸢ṣir⸣-{[d]}[15],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,Kiṣir-Issar,Kiṣir-Issar,1,,P335440,4,3,penalties for litigation: contravention
