Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
735,P469193.2.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,2,1,none
736,P469193.2.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,2,2,none
737,P469193.2.3,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469193,2,3,none
738,P469193.2.4,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,2,4,none
739,P469193.2.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,2,5,none
740,P469193.2.6,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,2,6,none
741,P469193.3.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,3,1,none
742,P469193.3.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,3,2,none
743,P469193.3.3,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469193,3,3,none
744,P469193.3.4,eqli[land]N,A.ŠA₃.GA,,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.GA,"['complete', 'complete', 'complete']",0.0,eqli,eqlu,land,P469193,3,4,object sold
745,P469193.3.5,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,3,5,none
746,P469193.3.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,3,6,none
747,P469193.3.7,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,3,7,none
748,P469193.4.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,4,1,none
749,P469193.4.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,4,2,none
750,P469193.4.3,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469193,4,3,none
751,P469193.4.4,u,⸢x,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P469193,4,4,none
752,P469193.4.5,u,x,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P469193,4,5,none
753,P469193.4.6,u,x⸣,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P469193,4,6,none
754,P469193.4.7,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,4,7,none
755,P469193.4.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,4,8,none
756,P469193.4.9,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,4,9,none
757,P469193.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,5,1,none
758,P469193.5.2,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,5,2,none
759,P469193.5.3,libbi[interior]N,⸢ŠA₃⸣-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,⸢ŠA₃⸣-bi,"['damaged', 'complete']",0.25,libbi,libbu,interior,P469193,5,3,none
760,P469193.5.4,u,⸢x⸣,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P469193,5,4,none
761,P469193.5.5,u,te,,u,['𒋼'],𒋼,te,['complete'],0.0,,,,P469193,5,5,none
762,P469193.5.6,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,5,6,none
763,P469193.5.7,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,5,7,none
764,P469193.5.8,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,5,8,none
765,P469193.6.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,6,1,none
766,P469193.6.2,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,6,2,none
767,P469193.6.3,ina[in]PRP,⸢ina⸣,,PRP,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,ina,ina,in,P469193,6,3,none
768,P469193.6.4,libbi[interior]N,ŠA₃,,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,P469193,6,4,none
769,P469193.6.5,u,[x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469193,6,5,none
770,P469193.6.6,u,man,,u,['𒌋𒌋'],𒌋𒌋,man,['complete'],0.0,,,,P469193,6,6,none
771,P469193.6.7,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P469193,6,7,none
772,P469193.6.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,6,8,none
773,P469193.6.9,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,6,9,none
774,P469193.7.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,1,none
775,P469193.7.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,2,none
776,P469193.7.3,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,3,none
777,P469193.7.4,u,an,,u,['𒀭'],𒀭,an,['complete'],0.0,,,,P469193,7,4,none
778,P469193.7.5,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P469193,7,5,none
779,P469193.7.6,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,6,none
780,P469193.7.7,u,x]+x+[x,,u,"['X', 'X', 'X']",XXX,[x]+x+[x],"['missing', 'complete', 'missing']",0.67,,,,P469193,7,7,none
781,P469193.7.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,8,none
782,P469193.7.9,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,7,9,none
783,P469193.8.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,8,1,none
784,P469193.8.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,8,2,none
785,P469193.8.3,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469193,8,3,none
786,P469193.8.4,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P469193,8,4,none
787,P469193.8.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,8,5,none
788,P469193.8.6,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,8,6,none
789,P469193.9.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,9,1,none
790,P469193.9.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,9,2,none
791,P469193.9.3,u,x]+x+[x,,u,"['X', 'X', 'X']",XXX,[x]+x+[x],"['missing', 'complete', 'missing']",0.67,,,,P469193,9,3,none
792,P469193.9.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469193,9,4,none
793,P469193.9.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469193,9,5,none
