Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
829,P337046.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337046,2,1,,seal identification
830,P337046.2.2,%akk-x-neoass:{1}e-tel-KA-{d}mar-duk=,{1}e-tel-KA-{d}mar-duk,"['𒁹', '𒂊', '𒌀', '𒅗', '𒀭', '𒈥', '𒂁']",𒁹𒂊𒌀𒅗𒀭𒈥𒂁,{1}e-tel-KA-{d}mar-duk,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337046,2,2,,seal identification
831,P337046.3.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P337046,3,1,,seal identification
832,P337046.3.2,%akk-x-neoass:{1}ba-la-su=,{1}ba-la-su,"['𒁹', '𒁀', '𒆷', '𒋢']",𒁹𒁀𒆷𒋢,{1}ba-la-su,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,3,2,,seal identification
833,P337046.3.3,%akk-x-neoass:{LU₂}A.BA=,{lu₂}A.BA,"['𒇽', '𒀀', '𒁀']",𒇽𒀀𒁀,{LU₂}A.BA,"['complete', 'complete', 'complete']",0.0,,P337046,3,3,,seal identification
834,P337046.10.1,%akk-x-neoass:x=,[x],['X'],X,[x],['missing'],1.0,,P337046,10,1,,none
835,P337046.10.2,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P337046,10,2,,none
836,P337046.10.3,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P337046,10,3,,none
837,P337046.10.4,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P337046,10,4,,none
838,P337046.10.5,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337046,10,5,,none
839,P337046.10.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337046,10,6,,none
840,P337046.10.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337046,10,7,,none
841,P337046.10.8,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337046,10,8,,none
842,P337046.10.9,%akk-x-neoass:IGI=,[IGI],['𒅆'],𒅆,[IGI],['missing'],1.0,,P337046,10,9,,witness
843,P337046.10.10,%akk-x-neoass:{1}DUG₃-IM-pa-pa-hi=,{1}DUG₃-IM-pa-pa-hi,"['𒁹', '𒄭', '𒅎', '𒉺', '𒉺', '𒄭']",𒁹𒄭𒅎𒉺𒉺𒄭,{1}DUG₃-IM-pa-pa-hi,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337046,10,10,,witness
844,P337046.10.11,%akk-x-neoass:{1}tu₂-ṣa-ṣi=,{1}tu₂-ṣa-ṣi,"['𒁹', '𒌓', '𒍝', '𒍢']",𒁹𒌓𒍝𒍢,{1}tu₂-ṣa-ṣi,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,10,11,,witness
845,P337046.11.1,%akk-x-neoass:IGI=,[IGI],['𒅆'],𒅆,[IGI],['missing'],1.0,,P337046,11,1,,witness
846,P337046.11.2,%akk-x-neoass:{1}aš-šur-SU=,{1}aš-šur-SU,"['𒁹', '𒀸', '𒋩', '𒋢']",𒁹𒀸𒋩𒋢,{1}aš-šur-SU,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,11,2,,witness
847,P337046.11.3,%akk-x-neoass:{1}gab-bi-ia=,{1}gab-bi-ia,"['𒁹', '𒃮', '𒁉', '𒅀']",𒁹𒃮𒁉𒅀,{1}gab-bi-ia,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,11,3,,witness
848,P337046.12.1,%akk-x-neoass:IGI=,⸢IGI⸣,['𒅆'],𒅆,⸢IGI⸣,['damaged'],0.5,,P337046,12,1,,witness
849,P337046.12.2,%akk-x-neoass:{1}{d}PA-I=,{1}{d}PA-I,"['𒁹', '𒀭', '𒉺', '𒄿']",𒁹𒀭𒉺𒄿,{1}{d}PA-I,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,12,2,,witness
850,P337046.12.3,%akk-x-neoass:I₃.DU₈=,I₃.DU₈,"['𒉌', '𒃮']",𒉌𒃮,I₃.DU₈,"['complete', 'complete']",0.0,,P337046,12,3,,witness
851,P337046.12.4,%akk-x-neoass:{1}AD-ul-ZU=,{1}AD-ul-ZU,"['𒁹', '𒀜', '𒌌', '𒍪']",𒁹𒀜𒌌𒍪,{1}AD-ul-ZU,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,12,4,,witness
852,P337046.13.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337046,13,1,,witness
853,P337046.13.2,%akk-x-neoass:{1}APIN-eš-aš-šur=,{1}APIN-eš-aš-šur,"['𒁹', '𒀳', '𒌍', '𒀸', '𒋩']",𒁹𒀳𒌍𒀸𒋩,{1}APIN-eš-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337046,13,2,,witness
854,P337046.13.3,%akk-x-neoass:{1}aš-šur-rem₂-a-ni=,{1}aš-šur-rem₂-a-ni,"['𒁹', '𒀸', '𒋩', '𒀖', '𒀀', '𒉌']",𒁹𒀸𒋩𒀖𒀀𒉌,{1}aš-šur-rem₂-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337046,13,3,,witness
855,P337046.14.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337046,14,1,,witness
856,P337046.14.2,%akk-x-neoass:{1}SUHUŠ-{d}PA=,{1}SUHUŠ-{d}PA,"['𒁹', '𒁼', '𒀭', '𒉺']",𒁹𒁼𒀭𒉺,{1}SUHUŠ-{d}PA,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,14,2,,witness
857,P337046.15.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337046,15,1,,witness
858,P337046.15.2,%akk-x-neoass:{1}in-di-i=,{1}in-di-i,"['𒁹', '𒅔', '𒁲', '𒄿']",𒁹𒅔𒁲𒄿,{1}in-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,,P337046,15,2,,witness
859,P337046.15.3,%akk-x-neoass:GAL-GAG=,GAL-GAG,"['𒃲', '𒆕']",𒃲𒆕,GAL-GAG,"['complete', 'complete']",0.0,,P337046,15,3,,witness
860,P337046.15.4,%akk-x-neoass:{d}AG=,{d}AG,"['𒀭', '𒀝']",𒀭𒀝,{d}AG,"['complete', 'complete']",0.0,,P337046,15,4,,witness
861,P337046.16.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337046,16,1,,witness
