Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
11879,P335418.2.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,2,1,none
11880,P335418.2.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,2,2,none
11881,P335418.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,2,3,none
11882,P335418.2.4,kas-pu],kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,,P335418,2,4,confirmation of transfer 1
11883,P335418.2.5,⸢gam-mur⸣,gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,⸢gam-mur⸣,"['damaged', 'damaged']",0.5,gammur,gammuru,completed,,,P335418,2,5,confirmation of transfer 1
11884,P335418.2.6,[ta-din],tadin[paid]AJ,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,,P335418,2,6,confirmation of transfer 1
11885,P335418.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,3,1,none
11886,P335418.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,3,2,none
11887,P335418.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,3,3,none
11888,P335418.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,3,4,none
11889,P335418.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335418,3,5,none
11890,P335418.3.6,šu₂-a]-tu₂,šuātu[that]'DP,IP,"['𒋙', '𒀀', '𒌓']",𒋙𒀀𒌓,[šu₂-a]-tu₂,"['missing', 'missing', 'complete']",0.67,šuātu,šuāti,that,,,P335418,3,6,confirmation of transfer 2
11891,P335418.3.7,za-rip,zarip[purchased]AJ,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,zarip,zarpu,purchased,,,P335418,3,7,confirmation of transfer 2
11892,P335418.3.8,laq-qi,laqqi[acquired]AJ,AJ,"['𒋃', '𒆥']",𒋃𒆥,laq-qi,"['complete', 'complete']",0.0,laqqi,leqû,acquired,,,P335418,3,8,confirmation of transfer 2
11893,P335418.4.1,[tu-a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a-ru],"['missing', 'missing', 'missing']",1.0,tuāru,târu,revocation,,,P335418,4,1,exclusion of litigation
11894,P335418.4.2,de]-ni,dēni[claim]N,N,"['𒁲', '𒉌']",𒁲𒉌,[de]-ni,"['missing', 'complete']",0.5,dēni,dīnu,claim,,,P335418,4,2,exclusion of litigation
11895,P335418.4.3,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P335418,4,3,exclusion of litigation
11896,P335418.4.4,la-šu₂,laššu[(there) is not]V,V,"['𒆷', '𒋙']",𒆷𒋙,la-šu₂,"['complete', 'complete']",0.0,laššu,laššu,(there) is not,,,P335418,4,4,exclusion of litigation
11897,P335418.5.1,[man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,mannu,mannu,whoever,,,P335418,5,1,penalties for litigation: contravention
11898,P335418.5.2,ša₂,ša[that]REL,REL,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,that,,,P335418,5,2,penalties for litigation: contravention
11899,P335418.5.3,ina,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335418,5,3,penalties for litigation: contravention
11900,P335418.5.4,ur]-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur]-kiš,"['missing', 'complete']",0.5,urkiš,urkiš,later,,,P335418,5,4,penalties for litigation: contravention
11901,P335418.5.5,ina,ina[in+=whenever]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335418,5,5,penalties for litigation: contravention
11902,P335418.5.6,ma-te-e-ma,matēma[ever]AV,AV,"['𒈠', '𒋼', '𒂊', '𒈠']",𒈠𒋼𒂊𒈠,ma-te-e-ma,"['complete', 'complete', 'complete', 'complete']",0.0,matēma,matīma,ever,,,P335418,5,6,penalties for litigation: contravention
