Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
3589,P428821.3.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,1,none
3590,P428821.3.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,2,none
3591,P428821.3.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,3,none
3592,P428821.3.4,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P428821,3,4,none
3593,P428821.3.5,u,bi,,u,['𒁉'],𒁉,bi,['complete'],0.0,,,,P428821,3,5,none
3594,P428821.3.6,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P428821,3,6,none
3595,P428821.3.7,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P428821,3,7,none
3596,P428821.3.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,8,none
3597,P428821.3.9,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,9,none
3598,P428821.3.10,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428821,3,10,none
3599,P428821.4.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,4,1,none
3600,P428821.4.2,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P428821,4,2,none
3601,P428821.4.3,u,ka,,u,['𒅗'],𒅗,ka,['complete'],0.0,,,,P428821,4,3,none
3602,P428821.4.4,u,[x],,u,['X'],X,[x],['missing'],1.0,,,,P428821,4,4,none
3603,P428821.4.5,u,⸢šur⸣,,u,['𒋩'],𒋩,⸢šur⸣,['damaged'],0.5,,,,P428821,4,5,none
3604,P428821.4.6,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P428821,4,6,none
3605,P428821.4.7,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428821,4,7,none
3606,P428821.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,5,1,none
3607,P428821.5.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,5,2,none
3608,P428821.5.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428821,5,3,none
3609,P428821.5.4,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P428821,5,4,none
3610,P428821.5.5,u,[x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P428821,5,5,none
3611,P428821.5.6,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428821,5,6,price
3612,P428821.5.7,libbi[interior]N,ŠA₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P428821,5,7,price
3613,P428821.5.8,n,0,NUMBER,n,['0'],0,[0],['missing'],1.0,,,,P428821,5,8,price
