Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
244,P522638.3.1,bēl[owner]N,[EN,bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P522638,3,1,seal identification
245,P522638.3.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,,P522638,3,2,seal identification
246,P522638.3.3,tadāni[giving]'N,ta]-da-[ni],tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,[ta]-da-[ni],"['missing', 'complete', 'missing']",0.67,,,P522638,3,3,seal identification
247,P522638.8.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522638,8,1,witness
248,P522638.8.2,x[1]PN,{m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522638,8,2,witness
249,P522638.8.3,u,⸢x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,P522638,8,3,witness
250,P522638.8.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522638,8,4,witness
251,P522638.9.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522638,9,1,witness
252,P522638.9.2,x[1]PN,{m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522638,9,2,witness
253,P522638.9.3,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P522638,9,3,witness
254,P522638.9.4,x[1]PN,{[m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522638,9,4,witness
