Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
26583,P335937.3.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,1,none
26584,P335937.3.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,2,none
26585,P335937.3.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,3,none
26586,P335937.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,4,none
26587,P335937.3.5,x]+⸢x,u,,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,P335937,3,5,none
26588,P335937.3.6,x⸣+[x,u,,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,P335937,3,6,none
26589,P335937.3.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,7,none
26590,P335937.3.8,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,8,none
26591,P335937.3.9,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,9,none
26592,P335937.3.10,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,10,none
26593,P335937.3.11,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,3,11,none
26594,P335937.4.1,[TA@v,issu[from+=from]PRP,,PRP,['𒋬'],𒋬,[TA@v],['missing'],1.0,issu,ištu,from,,P335937,4,1,completion of transaction
26595,P335937.4.2,IGI,pān[front]N,,N,['𒅆'],𒅆,[IGI],['missing'],1.0,pān,pānu,front,,P335937,4,2,completion of transaction
26596,P335937.4.3,{1}da]-⸢di⸣-i,Dadi[1]PN,PN,PN,"['𒁹', '𒁕', '𒁲', '𒄿']",𒁹𒁕𒁲𒄿,{[1]}[da]-⸢di⸣-i,"['missing', 'missing', 'damaged', 'complete']",0.62,Dadi,Dadi,1,,P335937,4,3,completion of transaction
26597,P335937.4.4,[ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335937,4,4,price
26598,P335937.4.5,ŠA₃,libbi[interior]N,,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,libbi,libbu,interior,,P335937,4,5,price
26599,P335937.4.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,4,6,price
26600,P335937.4.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,4,7,price
26601,P335937.4.8,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,4,8,price
26602,P335937.4.9,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335937,4,9,price
26603,P335937.5.1,[il-qi],ilqi[purchase]V,,V,"['𒅋', '𒆥']",𒅋𒆥,[il-qi],"['missing', 'missing']",1.0,ilqi,leqû,purchase,,P335937,5,1,completion of transaction
26604,P335937.5.2,kas-pu,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P335937,5,2,confirmation of transfer 1
26605,P335937.5.3,⸢ga⸣-[mur,gammur[completed]AJ,,AJ,"['𒂵', '𒄯']",𒂵𒄯,⸢ga⸣-[mur],"['damaged', 'missing']",0.75,gammur,gammuru,completed,,P335937,5,3,confirmation of transfer 1
26606,P335937.5.4,ta-din,tadin[paid]AJ,,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,P335937,5,4,confirmation of transfer 1
26607,P335937.5.5,tu-a-ru],tuāru[revocation]'N,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a-ru],"['missing', 'missing', 'missing']",1.0,tuāru,târu,revocation,,P335937,5,5,exclusion of litigation
26608,P335937.6.1,[de-nu],dēnu[lawsuit]N,,N,"['𒁲', '𒉡']",𒁲𒉡,[de-nu],"['missing', 'missing']",1.0,dēnu,dīnu,lawsuit,,P335937,6,1,exclusion of litigation
